strategy,symbol,timeframe,net_profit,max_drawdown,win_rate,total_trades,sharpe_ratio,profit_factor,prop_firm_passed,params
LondonBreakout,@ENQ,H1,-328225.1372560941,0.0,46.666666666666664,120,0.0,0.9262341406500169,True,"{'buffer_pips': 2.5935673637978756, 'sl_range_mult': 1.0148088870695067, 'tp_rr_ratio': 1.362808544277698, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
LondonBreakout,@GCE,M5,113975.83330435705,0.0,39.02439024390244,82,0.0,1.366428392345682,True,"{'buffer_pips': 4.585858003080285, 'sl_range_mult': 1.00161557251672, 'tp_rr_ratio': 2.438537056299832, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
LondonBreakout,@GCE,M15,-10773.283567340339,0.0,48.148148148148145,81,0.0,0.9389703525489714,True,"{'buffer_pips': 2.6902708880888397, 'sl_range_mult': 0.6623777963799482, 'tp_rr_ratio': 1.0850960787302966, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
LondonBreakout,@GCE,M30,116517.79876415728,0.0,56.9620253164557,79,0.0,1.3174363247614382,True,"{'buffer_pips': 3.8648861480802856, 'sl_range_mult': 1.4469385952610228, 'tp_rr_ratio': 1.159380510487006, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
LondonBreakout,@GCE,H1,27347.823919880946,0.0,34.5679012345679,81,0.0,1.1811048055342026,True,"{'buffer_pips': 4.592459961764636, 'sl_range_mult': 0.44271091449817257, 'tp_rr_ratio': 2.6437565326233323, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
LondonBreakout,@MES,M5,57855.24587456495,0.0,41.284403669724774,109,0.0,1.2237728622106328,True,"{'buffer_pips': 4.9928756324693016, 'sl_range_mult': 0.40199609410518544, 'tp_rr_ratio': 1.594556850305798, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
LondonBreakout,@MES,M15,-9048.061259769238,0.0,43.333333333333336,120,0.0,0.9880436491391695,True,"{'buffer_pips': 1.118338554139735, 'sl_range_mult': 0.8992290279857349, 'tp_rr_ratio': 1.354346720048945, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
LondonBreakout,@MES,M30,-91311.22286910393,0.0,27.67857142857143,112,0.0,0.8880780954589284,True,"{'buffer_pips': 0.9345170649502152, 'sl_range_mult': 0.803298509140411, 'tp_rr_ratio': 2.4928831185807825, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
LondonBreakout,@MES,H1,182286.03845313628,0.0,28.57142857142857,119,0.0,1.1972292011764012,True,"{'buffer_pips': 1.646227893495307, 'sl_range_mult': 0.8595462545088668, 'tp_rr_ratio': 3.595029485458519, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
LondonBreakout,@RTY,M5,-145186.73897853005,0.0,24.770642201834864,109,0.0,0.6522967047937361,True,"{'buffer_pips': 2.7565334642476262, 'sl_range_mult': 0.6791535296936136, 'tp_rr_ratio': 2.3263861003815935, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
LondonBreakout,@RTY,M15,-304343.38089090964,0.0,33.33333333333333,117,0.0,0.6669425837825003,True,"{'buffer_pips': 3.9827232724767585, 'sl_range_mult': 1.4282999173825095, 'tp_rr_ratio': 1.657251268792879, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
LondonBreakout,@RTY,M30,-109427.9471575694,0.0,38.73873873873874,111,0.0,0.8339654087525196,True,"{'buffer_pips': 2.5402432880691377, 'sl_range_mult': 1.0947459925142329, 'tp_rr_ratio': 1.5561835915183386, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
LondonBreakout,@RTY,H1,-123046.17920355801,0.0,31.092436974789916,119,0.0,0.7077417024637225,True,"{'buffer_pips': 2.249146102518716, 'sl_range_mult': 0.6434218962146433, 'tp_rr_ratio': 1.8077824189102554, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
ORB,@ENQ,M5,-120.47891869760497,0.0,21.73913043478261,69,0.0,0.735244681531004,True,"{'opening_range_minutes': 18, 'buffer_pips': 4.393222494061131, 'tp_rr_ratio': 2.850281995057097, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
ORB,@ENQ,M15,-118.78239838070294,0.0,19.587628865979383,97,0.0,0.8830760076274953,True,"{'opening_range_minutes': 29, 'buffer_pips': 1.6761262094215137, 'tp_rr_ratio': 3.686259967571176, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
ORB,@ENQ,M30,-97.64489914738078,0.0,24.193548387096776,62,0.0,0.8077274288086408,True,"{'opening_range_minutes': 11, 'buffer_pips': 4.861900355999432, 'tp_rr_ratio': 2.8502826873375593, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
ORB,@ENQ,H1,-183.5164770208503,0.0,37.28813559322034,118,0.0,0.6807955811454928,True,"{'opening_range_minutes': 10, 'buffer_pips': 0.9443902951128718, 'tp_rr_ratio': 1.2753634425843825, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
ORB,@GCE,M5,0.0,0.0,0.0,0,0.0,0.0,False,"{'opening_range_minutes': 23, 'buffer_pips': 3.20008667361296, 'tp_rr_ratio': 3.7029423545890863, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
ORB,@GCE,M15,0.0,0.0,0.0,0,0.0,0.0,False,"{'opening_range_minutes': 26, 'buffer_pips': 2.47495301412292, 'tp_rr_ratio': 1.3788889469685919, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
ORB,@GCE,M30,0.0,0.0,0.0,0,0.0,0.0,False,"{'opening_range_minutes': 12, 'buffer_pips': 4.822437638818663, 'tp_rr_ratio': 3.8720463362719446, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
ORB,@GCE,H1,0.0,0.0,0.0,0,0.0,0.0,False,"{'opening_range_minutes': 28, 'buffer_pips': 2.9331718704926923, 'tp_rr_ratio': 3.4094507587286516, 'pos_type': 'Fixed', 'pos_fixed_qty': 0.1}"
